provider_id,total_claims,total_billed,avg_billed,std_billed,avg_minutes,unique_patients,unique_codes,max_billed,billed_days,claims_per_day,services_per_patient,billed_cv,max_daily_minutes,dup_rate,top_tier_share,code_entropy,pct_99213,pct_99214,pct_99215,pct_99232,pct_93000,pct_93005,pct_93010,pct_72148,pct_70553,pct_90837,pct_90834,pct_11100,pct_11101,pct_27447,pct_43239,spec_Cardiology,spec_Dermatology,spec_Family Medicine,spec_Psychiatry,spec_Radiology,spec_Surgery
PRV0090,0.09226810664019927,0.19393957881882742,0.20734857290145045,-0.04583936889966123,0.03280319537160228,0.11585704482304365,0.15048823170820694,0.12165234551051746,0.07945831810748237,0.004391410555805995,-0.049496152068886766,-0.0331911931725085,0.015860943131247886,-0.03483596673403503,0.04533459520908882,0.12589077883133568,-0.07369461007862799,0.08114023765405544,-0.017981340173764793,-0.04541929256580168,-0.052002360982640175,-0.032525058560510384,-0.038425808033732835,0.23239902046926206,0.2441069031193107,-0.057155396167740076,-0.09353961193425213,-0.04040311215904736,-0.04628608975477158,-0.024653559914369603,-0.030277180237725826,-0.10899245093903284,-0.06232996579695287,-0.06507304988794049,-0.08966280454721233,0.20775026279943545,-0.04016727234058229
PRV0105,0.01185489162912864,-0.023035547151096725,-0.05351648977709702,-0.03480832156233148,0.06462159286260208,0.03436068854266373,0.04646017563778121,-0.0008259875606174964,0.07468997053602369,-0.02031173666346151,-0.05467730611018653,-0.04824824887205809,-0.01375553581159234,-0.01879426168969505,0.04425424972654834,0.013778678296858898,-0.08062088801832572,-0.05380717910150116,-0.008155812835015947,-0.04779622070584383,-0.053594864978141345,-0.0452090635480178,-0.03769751437142703,-0.045688147092355205,-0.06183402094219632,0.2134384473201209,0.29311517833846623,-0.043792995744429096,-0.052754604306131846,-0.02595871578221671,-0.028304452294746256,-0.1336493997959469,-0.06506590319658527,-0.08329591749767466,0.13609683175880533,-0.05957137503325208,-0.03888562813390472
PRV0121,0.016909084535068983,0.11913306580662142,0.25539366583134365,-0.05333989359992155,0.06022004891734893,0.0020986074314888097,0.19415786112730318,0.1348150386515948,-0.05253599476255752,0.0034007077306291377,-0.03329011523409879,-0.038821184302220105,0.08944735814086667,-0.03201691075246068,0.09613960709216099,0.209702830313393,-0.07395680781563627,0.07947982521157196,-0.009272877050618977,-0.04126608501819419,-0.04963516704997137,-0.033171832941762944,-0.034702394563605174,0.3721240854573744,0.2130132010443913,-0.056836266641462095,-0.09590339470001868,-0.040246885629362475,-0.046652522218789225,-0.02528336946102939,-0.030316274702308785,-0.09984180105174648,-0.06458448432779636,-0.06407146236872617,-0.09226420926757213,0.22407206657259962,-0.03986147014441009
PRV0129,-0.0076796906078606605,-0.024005051873962645,-0.09222592754367809,-0.060955307992559056,-0.07410089360478535,-0.013177392196310606,-0.14061340432259642,-0.05655471491602833,-0.01227382855003403,-0.03057288284833587,-0.048342302814810105,-0.0640248292759693,-0.06419474483575387,-0.027516143226258272,-0.09939891176004247,0.0016873210072434076,0.0026383986656446446,-0.11959893452214174,-0.09462494525966574,-0.07566507506369856,-0.07098155951521205,-0.053502032559268255,-0.055608577356681295,-0.0572355952154482,-0.07618023599005683,-0.08216930255158802,-0.13179447249786636,-0.07000576086061695,-0.06994896185631298,-0.03512393052439785,-0.027094742471070712,-0.1438123923501007,-0.08794560265486705,-0.017149198770669324,-0.10053580012595006,-0.08455136432320706,-0.04188270913043414
PRV0130,-0.017546445795853315,0.10808062164119413,0.17444440923159668,-0.06375249570115438,0.022302808511836438,-0.0019298973579901884,0.14472903516340108,0.09962078955532921,-0.0617418441209181,-0.009513894323743853,-0.04267730007747278,-0.057153241111538335,0.033528352707010156,-0.035589107095880534,0.03275892090027602,0.11991071901783032,-0.0812185774179831,0.06657309862438884,-0.0154815757210319,-0.044698278132124944,-0.05074061602490287,-0.035483409680329904,-0.03812144959463439,0.23087999229107092,0.16124825958654398,-0.061693553071797795,-0.10061122335336965,-0.041236693340176635,-0.04724371378926692,-0.02601327347974465,-0.03139812483908519,-0.10556461046616722,-0.0647770636423687,-0.06396989885472058,-0.10002345851101005,0.16900917343147934,-0.04279473318560228
PRV0002,-0.026810300517917586,-0.022014443501243635,-0.04587543710992195,-0.006737719375407374,-0.04530263332754208,-0.007028681607905912,-0.0251245392721689,-0.07132395870468623,0.12697379669474673,0.02438739883419065,0.04920018362142745,0.06441607852920025,-0.009597964512717997,-0.02957598930690961,-0.08657778745002383,0.010219079408133089,0.006342800151609006,-0.08817774401713935,-0.058528722918335954,-0.06194770224640705,0.0983457681550402,-0.0072762742753490085,0.09790022393669956,-0.04484609575379269,-0.06871114748793525,-0.07168705260938343,-0.12336738097310455,-0.058207160484616154,-0.06664044435735815,-0.02771403777543317,-0.029162926566889555,0.20275982255534178,-0.08021911741987156,-0.06688382635329544,-0.08580091557299037,-0.07559583057583477,-0.03697747297870115
PRV0005,-0.026442884613808337,-0.03203548934061354,-0.0915264247085938,-0.06409969235702945,-0.06803700391104975,-0.019017558075599232,-0.14146714713762734,-0.05792582557319263,-0.04548080524373233,-0.01370788926900226,0.023458680240368453,-0.06070315660403323,-0.060169094636074706,-0.02695253090448721,-0.1016725504187815,0.007001031502739709,-0.0038181482516585893,-0.11610049229646223,-0.09136264162210334,-0.07551717384792435,-0.076254989753029,-0.0529478807943959,-0.05798993561604416,-0.05802527122261527,-0.07675658693658736,-0.08291050618984541,-0.13391655604562955,-0.06903230720742128,-0.06924685279038786,-0.034145763384710974,-0.027746315750296225,-0.15502114107940732,-0.08705444709273033,-0.02779285896057841,-0.09843542841083748,-0.08404721714444555,-0.04149524916659386
PRV0019,-0.02167554381518161,-0.027890888450627482,-0.024368583183128664,0.05589557547752385,0.1846060925640906,-0.007427205492412916,-0.07002439626903845,0.18103775963891555,-0.05080754554775824,0.013201327324919656,-0.027055061603734783,0.052434853063076825,-0.03423925777485235,-0.020556203788746404,0.051980515737479235,0.0454604150294489,0.056307700429756906,-0.015105349372865512,0.06324367569559514,-0.012547029319546458,-0.04473232541433795,-0.03875838130603326,-0.03231520445610657,-0.048157282475288624,-0.050260954640134754,-0.052137925231238606,-0.09806060153860865,0.45326921019154337,0.4660256391921826,-0.02704096646074967,-0.02403787716611921,-0.1100075837386242,0.6867666847385315,0.01859524484246605,-0.07509453303867605,-0.05973484036971843,-0.028529093775702053
PRV0020,0.003479803279561719,0.1261550242419073,0.24961348322536075,-0.05544046905121813,0.046039043749933166,0.02485559902635727,0.15704111989841696,0.15491356539065518,0.009603496576162116,-0.0016564938003728231,0.006870360680125569,-0.05522996906667483,0.04311000849943582,-0.033080596306580785,0.05235872377989184,0.13508816079667585,-0.06830402811435067,0.06920769111060923,-0.01146664307008648,-0.042450428868426544,-0.051186977862275114,-0.033229593080488715,-0.0363749070454252,0.21603980022289473,0.25885375362007873,-0.06269102492213285,-0.09923465025604467,-0.040476492300396516,-0.045069925520649645,-0.02565768282982837,-0.029642226274549845,-0.10501596565860827,-0.06239425886263742,-0.0575326927647674,-0.09201106018149645,0.18176632670759849,-0.03983120464605633
PRV0022,-0.021578347544511496,-0.03534163595876821,-0.05444938240083791,0.017500466425639273,-0.006417144780685587,-0.01635602062076688,-0.033918497158614884,-0.06446152916148545,-0.02658217085459786,-0.029888689866885556,-0.04392886869019329,0.026385193108604883,-0.06458278126279783,-0.028421976809610228,-0.009340653485203437,0.01854116611614567,-0.012177793367782434,-0.11257320358926756,0.009885569255039379,-0.06729988996799044,0.10885885732826855,0.03009881506145001,0.05189867988855746,-0.04623693093925693,-0.06346596783455294,-0.0701982160007663,-0.12052262321899848,-0.05604302768408443,-0.06689622832807678,-0.028266587009472943,-0.02852601000329878,0.18884867598937916,-0.0808340054185828,-0.06999043961786426,-0.08625484240765016,-0.0790712211353843,-0.0367849606528476
PRV0027,-0.005145305891301368,-0.013985024511514023,0.05596351613954507,0.12420651300360216,0.058776622066155595,-0.02823470416901044,0.051469651440995856,0.134093041016068,-0.04210320631176504,-0.00469573051913599,-0.038684817815966006,0.15502656738176762,-0.0662192973721633,-0.028482303885025848,0.1531228148266019,0.11941541556529925,0.016945105704253505,-0.06268046651464505,0.10630460236414484,-0.0469320203039415,0.44054091750665975,0.03498687699155045,0.1120562941542746,-0.04251296742424342,-0.06030959314691905,-0.05629587960563149,-0.11198156825854293,-0.056255257726888185,-0.057842913567158705,-0.027744274066063942,-0.02387640349072478,0.3263959837597548,-0.07239888626322316,-0.0434487655793148,-0.08084234482822295,-0.06715922246558678,-0.037402963987104056
PRV0029,-0.006763295991424682,-0.03140764575835564,-0.09205884783133804,-0.06039582856675982,-0.07276290438317416,-0.017587269164638073,-0.14062965390351406,-0.06424923568638922,-0.0032431767484361437,-0.013122959628926074,-0.04199458918817281,-0.05358932646899028,-0.06554993187590848,-0.027665226815746225,-0.1058598306795137,0.01376248292619649,-0.060066745585100216,0.04434253825258591,-0.07654599662134116,-0.058481598188176165,-0.0663605228769183,-0.05634074547778342,-0.05828796121704298,-0.05581751087062498,-0.07756594456019913,-0.08084349228545716,-0.12478152027949281,-0.07047280667003758,-0.06891662792997842,-0.033515919282437495,-0.026863340540428444,-0.1481176105026674,-0.08789569165651417,-0.021062825052099582,-0.09974872747675662,-0.08202003753770432,-0.04211935709649856
PRV0040,-0.037375587542212464,-0.048521968304120595,0.04833339620881422,0.0033937093819158973,0.06686839763337127,-0.02510896891269061,0.049101278972159976,0.21944891233433952,-0.050733099929055295,0.021948444496902322,-0.05460242918447901,-0.03125835778705872,-0.006877584152843133,-0.018753438928061576,0.12215394499414511,-0.0035709319784625725,-0.08544283555040728,-0.020518605976365695,0.005165485822079077,-0.03904788139092056,-0.049060419461716985,-0.04557390997739199,-0.03744268521207564,-0.04530796317151057,-0.06589855694582555,0.26882980316779836,0.30078279902937843,-0.04383274931681212,-0.05298298884672671,-0.02522358724344024,-0.028520661045330062,-0.13463411673293874,-0.06457911823444915,-0.07657741098487197,0.23497798975271508,-0.05503621048444307,-0.03768491768603579
PRV0046,-0.016326244543416135,-0.031220806130339458,-0.008563743176548157,0.006041879619555191,0.1424079277897752,-0.0057209453023379635,-0.08252685904652604,0.11508937323828052,0.06680668739707865,0.007652876992622672,-0.03560186372753619,-0.008972684168021166,-0.00047533891891267415,-0.020272042941996988,0.03505410891488372,0.06116397851743622,0.017084344352682336,-0.06190011429361352,0.048056973500195804,-0.014163077687695903,-0.05188896562439802,-0.039903351766404346,-0.031654636441724754,-0.04531488459437516,-0.05174590750693243,-0.05401511897502408,-0.10882331243943413,0.38444867022673557,0.5048535317444844,-0.02701737698893088,-0.024133607620540565,-0.12830723537854544,0.640879900819734,-0.02588720512753951,-0.07588887813316834,-0.05764279853177707,-0.028792433059889468
PRV0068,-0.008303427701573326,-0.044923068155261044,-0.07861738410626942,0.0008773471980885038,-0.05157778165324928,-0.012759186239830876,-0.02669550519705146,-0.06912227357346308,-0.010683949776919012,-0.021718367127456104,-0.04825562653688395,0.04645987043301473,-0.02169517622765075,-0.030765320865253673,-0.08636335992547349,0.052756333829904,-0.00661505243344275,-0.11683960632098778,-0.04755092168042929,-0.06368464663872012,0.08913033767620376,0.0052790507788817356,0.14749924110322174,-0.047963752290545725,-0.06624067050686105,-0.06882874043624287,-0.12073261346056537,-0.05897334851938735,-0.06509466142442552,-0.029082225056411535,-0.027411284002063104,0.16524717054606036,-0.08076825992529699,-0.07381396898561605,-0.08703384408120263,-0.07595944737084975,-0.03795882364120176
PRV0086,-0.02670618614808376,-0.03900464382528412,-0.09071764220483401,-0.06558351769266046,-0.08100960372318372,-0.0170026570695935,-0.1366024272900201,0.021385196167599416,-0.04771474537576252,-0.017076708344146305,-0.049583473698433224,-0.06307935056914496,-0.06503892002133894,-0.027544358565682107,-0.09408187752674894,-0.029555458552943083,-0.08456265039512437,-0.11382469278813746,-0.09437262221958659,-0.07111611882071076,-0.07978530080331538,-0.05809437263480511,-0.05952297613557443,-0.058952155469912094,-0.07767639390065025,-0.07991766090573774,-0.13094707006228665,-0.06982653795663434,-0.07172061427201726,-0.034791354430559376,-0.027534020843984555,-0.16167217789819233,-0.08652800224107729,-0.027415619249085543,-0.10252116635642292,-0.08451387112431294,-0.041800467209521706
PRV0099,-0.006022335433061623,-0.02410823225308603,-0.09830411392557754,-0.06866720966733961,-0.07675769438329225,-0.004988376995302996,-0.14365152006073545,-0.06127279684299728,-0.0315410514989934,-0.025410072727046644,-0.050476055586242505,-0.0649541526793783,-0.0631492395666034,-0.027781083019855168,-0.09848395634855396,0.01074916891869058,-0.08868249418763059,-0.07175220487886676,-0.0953502329853847,-0.05722780865534526,-0.09661964156442814,-0.05757462425544523,-0.060408884736178656,-0.05688993385040556,-0.07777835976885837,-0.080632793388088,-0.13108106991589627,-0.06800765354523486,-0.0696971716169603,-0.03450419800478001,-0.028270680685528623,-0.16145280215228247,-0.08659751926179671,-0.03387492484575895,-0.10279592404804824,-0.08023154828869257,-0.041448392159411825
PRV0110,0.0034641434907905938,-0.015223590883057815,-0.024525882171034935,-0.017733956322978747,0.1279828217346727,0.008163611224542344,-0.07612432257881127,0.128688181818726,-0.023609370622255006,0.020517961844919535,-0.005437669544363589,-0.009141118178422107,-0.03602370363191541,-0.02071742429858785,0.056081752271943903,0.03466807533456088,0.042937659116162624,-0.06299623353075198,0.05777927168977277,-0.015331479994467745,-0.05444687035167316,-0.035659532052223566,-0.0356108424637594,-0.047540143310119284,-0.0520031254307719,-0.054528700313840835,-0.11376789406147071,0.47301051482951817,0.5212525952674799,-0.02697848625776457,-0.02295227587011006,-0.127396940621614,0.6462684392833937,-0.00872927335846923,-0.07545842883147541,-0.05361746711060024,-0.028161169029879512
PRV0114,0.006153758123709479,0.11895393426195179,0.22824606503184866,-0.053055910447406575,0.040777615146028685,0.004456665648812774,0.15432759953771322,0.26942120758417804,-0.03711296557028209,-0.006659213010337299,-0.005187953819487439,-0.04953983163962843,0.008440040544022585,-0.034317330081692396,0.052167737976993145,0.1229207817219085,-0.07633857641817485,0.08132868612744931,-0.018651518650076825,-0.04398011422014471,-0.05003575043240145,-0.03166256827154104,-0.03408271680429574,0.20982591776326912,0.24330119600644526,-0.05974908803703314,-0.10047727078282569,-0.04022458628885835,-0.04565912201485281,-0.02526424697595499,-0.03101364576592503,-0.10551760216626818,-0.06342267472212297,-0.061273966113280634,-0.09750205525812952,0.19747700678010263,-0.04021341117002519
PRV0117,-0.03353511057798541,-0.042454106384284734,-0.05563004517327326,-0.01961339797437618,0.06746162943063756,-0.008837705825974238,0.04278390526786073,0.016704676735106835,-0.06368380151365075,-0.013157396888865164,-0.05883414407440274,-0.037092650566159714,0.06866070919091675,-0.019134987090705085,0.04180961352686477,0.02845269353128979,-0.08583825962623035,0.026663609623240388,-0.020550574163930115,-0.039010821494783444,-0.05587404301490531,-0.04628821738185532,-0.03757649915362953,-0.046580212598949074,-0.07247782282385869,0.22703656191428717,0.28311747060648934,-0.043354407781214466,-0.05284569976362877,-0.026057878100867547,-0.030006840610022466,-0.13966427186097677,-0.06559801456511472,-0.08254397257303826,0.14882908885203458,-0.05697941982451349,-0.03914172999432588
PRV0119,-0.02670646705706954,-0.04327523334188721,0.010046253002113884,0.000803421775288402,0.017664460388968694,-0.03370795030938374,0.003070325870694928,-0.06473626787038195,-0.05576631656643605,-0.02656586296344059,-0.04345224347677819,0.03808927067786177,-0.07421549397665762,-0.02893953774025367,0.02727230518387744,0.04762720396148986,-0.007534524814349172,-0.036165281235781804,0.023968974236493322,-0.05470214236403153,0.46408907907584834,0.004591380870799747,0.076443908989132,-0.04428285611390156,-0.06268408106843996,-0.06201182810912067,-0.11757498681035651,-0.05968541209740217,-0.059546608076008416,-0.026687494384305063,-0.026617497465596718,0.226803621127466,-0.07772763099246044,-0.05730868571697932,-0.0816175540957032,-0.0681596912346486,-0.036928674824211895
PRV0135,0.01036617337031859,0.13909990396583738,0.27422882647745583,-0.04131563253909274,0.07644692774191764,0.02533881003065681,0.1685293073616182,0.25972889986698255,0.07958983970476396,-0.0009758347398071192,-0.04864051186626221,-0.04802020839643747,0.025777615144783887,-0.030446733010055103,0.07367232000103772,0.16437246370135847,-0.05683148136246587,0.0893972056216486,-0.006305168649645709,-0.04276035754965864,-0.04707462438081151,-0.029938562265710122,-0.03256939915006886,0.2835319200984809,0.3716563977917072,-0.05228172594691545,-0.09308799724577767,-0.03989719903240595,-0.04464073055956974,-0.025159257898471038,-0.029231531653256843,-0.09378792065458852,-0.06109361936869099,-0.05355981080464814,-0.093625512389575,0.25433958306338905,-0.03645060906494078
PRV0139,0.010121323404483056,-0.01916247218522466,-0.023958087109867895,0.04606066722878624,0.19011477006937927,-0.005022445934592702,0.05896877698917326,0.03680844762475928,0.0256041329307665,-0.026468368043447682,-0.02750193746930915,0.028981237966863017,-0.008276897343588972,-0.01900145083469786,0.07227160121264728,0.09467365128441677,-0.05363370219017295,0.08321709832901018,-0.002255726591308748,-0.03640396609353749,-0.05032052331279358,-0.04543653737030276,-0.038693426173822494,-0.04246330911760512,-0.06697279808139896,0.2828316827743767,0.3417062831651537,-0.04204025382489522,-0.05093514689906516,-0.02555551869038659,-0.029698760942542743,-0.12604520668508326,-0.06336080877200984,-0.0774740059688944,0.23623122656469472,-0.054181515907227765,-0.0359158153485063
PRV0141,-0.0203203315648637,-0.035824976400407875,-0.009443242336407314,0.012428240134496829,0.032371466233810764,-0.0351855898883582,-0.018372361335693282,-0.06286294517188792,-0.037564803390619274,-0.0034447195321637533,-0.04354778807610268,0.07476969984262362,0.0032414690507166634,-0.028373378500080572,-0.033772053897646946,0.02259956631361307,-0.0007699715864728459,0.017777143136744687,0.0064793036731260155,-0.06096324075758833,0.12079009939179632,0.022903976728391926,0.04373582483904226,-0.04586840857891314,-0.06045882667084967,-0.06929025720329024,-0.11897348250611177,-0.056704430704410544,-0.06544124771081807,-0.0275896724683903,-0.0270420188215361,0.2306109451266638,-0.0784056740185171,-0.06935537046138567,-0.08315616563175637,-0.07962030422565533,-0.037648685382371865
PRV0143,0.007712167396467763,0.04404547026605156,0.39052120485062736,0.6621584590361963,0.10370575508383433,0.03017627720365684,-0.02330128922871821,0.3552582174654582,-0.04627772882147302,0.026363881302684505,-0.026292250010104178,0.33674121338498114,0.00920520265708809,-0.016140478131755964,0.15265930397001534,0.014064067088811456,-0.0015236966660222215,0.2174423321717591,0.07360384867348496,0.38429263794271445,-0.019916344785732315,-0.0196120150387332,-0.03054979482621799,-0.01969831857714962,-0.033787191989195345,-0.03411224772412849,-0.05787885842142826,-0.03457510915839106,-0.03882516894705185,0.2728854415743241,0.28136524484910513,-0.0660121639889801,-0.05369609460396838,-0.015069436216856198,-0.06009801837376081,-0.04034817294706429,0.38564080810914037
TRAP01,0.5017329214775929,0.7991675010607376,0.32880678849587525,-0.008801381285718144,0.08037903406347305,0.3954986146171578,0.22840675186449463,0.1568162924607187,0.30211000917148256,0.4022234849396035,-0.007258084011723223,-0.023347419239434754,0.2993626425894609,-0.025457810526007187,0.11067202036653143,0.20768745119918522,-0.02447878824983193,0.10774084036038532,0.01993992971386735,-0.023816228139028717,-0.027674040626508852,-0.022983718796349056,-0.02361597892155795,0.4107380022307593,0.2754093704795426,-0.03561866657748177,-0.06485517600111279,-0.034465334587746456,-0.03680488605549928,-0.017957325011466414,-0.022389177273186858,-0.07348095064436486,-0.05321262429122118,-0.04498175222129541,-0.060032520689584846,0.2846703664357949,-0.025931371394485366
